old_url,target_url,redirect_type,source_group,notes
https://www.blancareal.com/,https://blancareal.com/es/,301,core,Updated during VPS cutover once the public homepage was confirmed as /es/.
https://www.blancareal.com/blog/,https://blancareal.com/en/posts/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/our-developments/,https://blancareal.com/en/projects/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/contact/,https://blancareal.com/en/contact/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/faqs/,https://blancareal.com/en/contact/,301,core,fallback chosen manually during migration planning; create a more specific landing later if needed
https://www.blancareal.com/new-construction/,https://blancareal.com/en/projects/,301,core,No live equivalent was confirmed; this service or section needs a manual destination choice.
https://www.blancareal.com/services/,https://blancareal.com/en/contact/,301,core,fallback chosen manually during migration planning; create a more specific landing later if needed
https://www.blancareal.com/luxury-villas/,https://blancareal.com/en/properties/,301,core,fallback chosen manually during migration planning; create a more specific landing later if needed
https://www.blancareal.com/second-hand/,https://blancareal.com/en/properties/,301,core,fallback chosen manually during migration planning; create a more specific landing later if needed
https://www.blancareal.com/we-sell-your-home-professional-mediation-with-in-house-legal-services-and-marketing/,https://blancareal.com/en/post/sell-your-home-blancareal/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/how-can-i-legally-rent-my-property-to-tourists-in-andalusia/,https://blancareal.com/en/post/rent-your-home-to-tourists-andalucia/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/legal-information-on-illegal-occupation-in-spain/,https://blancareal.com/en/post/legal-information-illegal-occupation-spain/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/trade-war-us-costa-del-sol-europe-international/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/taxes-pay-costa-del-sol-property/,https://blancareal.com/en/post/taxes-pay-costa-del-sol-property/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/dorronsoro-architeture-firm-behind-calahonda-sunset/,https://blancareal.com/en/post/dorronsoro-architects-behind-calahonda-sunset/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/blanca-real-continues-to-support-malaga-expo-2027/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/who-pays-real-estate-commission-fees-in-spain/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/why-buy-house-malaga-with-agency/,https://blancareal.com/en/post/why-buy-house-malaga-with-agency/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/style-properties-costa-del-sol/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/vacation/,https://blancareal.com/en/contact/,301,core,fallback chosen manually during migration planning; create a more specific landing later if needed
https://www.blancareal.com/es/que-conlleva-obtener-hoy-el-certificado-a-en-viviendas/,https://blancareal.com/es/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/property-search/,https://blancareal.com/en/properties/,301,core,Validated against a live broader section in the new site.
https://www.blancareal.com/5-reasons-invest-costa-del-sol-given-instability-middle-east/,https://blancareal.com/en/post/5-reasons-invest-costa-del-sol-given-instability-middle-east/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/es/blog/,https://blancareal.com/es/posts/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/de/blog/,https://blancareal.com/de/posts/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/nl/bloggen/,https://blancareal.com/nl/posts/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/fr/blog/,https://blancareal.com/fr/posts/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/it/blog/,https://blancareal.com/it/posts/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/blancareal-and-resimo-innovative-real-estate-experience-on-the-costa-del-sol/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/de/steuern-haus-kaufen-spanien/,https://blancareal.com/de/post/steuern-zahlen-costa-del-sol-immobilie/,301,core,Matched to the live German version of the current taxes guide.
https://www.blancareal.com/it/tasse-comprare-casa-in-spagna/,https://blancareal.com/it/post/tasse-pagare-proprieta-costa-del-sol/,301,core,Matched to the live Italian version of the current taxes guide.
https://www.blancareal.com/es/gastos-comprar-piso-en-malaga/,https://blancareal.com/es/post/impuestos-pagar-propiedad-costa-del-sol/,301,core,Matched to the live Spanish version of the current taxes guide.
https://www.blancareal.com/fr/impots-achat-maison-en-espagne/,https://blancareal.com/fr/post/taxes-payer-propriete-costa-del-sol/,301,core,Matched to the live French version of the current taxes guide.
https://www.blancareal.com/rentals/,https://blancareal.com/en/contact/,301,core,fallback chosen manually during migration planning; create a more specific landing later if needed
https://www.blancareal.com/es/el-precio-de-la-eficiencia-energetica-una-comparativa-desde-ahorro-en-luz-hasta-sostenibilidad/,https://blancareal.com/es/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/sustainable-fuengirola/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/certificados-de-eficiencia-energetica-de-clase-a/,https://blancareal.com/es/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/consejos-para-nueva-inversion-dar-de-alta-la-luz/,https://blancareal.com/es/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/real-estate-boom/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/comercializacion-inmobiliaria-costa-del-sol/,https://blancareal.com/es/commercialization/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/income-tax-return-2021-who-how-and-when-to-submit-it/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/nl/onze-promoties/,https://blancareal.com/nl/projects/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/why-invest-in-andalusia/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/advantages-sustainable-house/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/blancareal-new-sales-office-at-puerto-de-la-torre-costa-del-sol/,https://blancareal.com/en/posts/,301,core,No live equivalent was confirmed in the current new-site routes.
https://www.blancareal.com/es/sell-your-property/,https://blancareal.com/es/sell-with-us/,301,core,Validated against a live route in the new site.
https://www.blancareal.com/property/new-townhouses-san-pedro-de-alcantara/,https://blancareal.com/en/property/townhouses-san-pedro-de-alcantara/,301,property,Preserved existing candidate from previous pass. No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals. Legacy property slug mapped through explicit alias (townhouses-san-pedro-de-alcantara).
https://www.blancareal.com/property/3-bedroom-apartment-beachfront-fuengirola/,https://blancareal.com/en/property/3-bedroom-apartment-paseo-maritimo-fuengirola/,301,property,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (3-bedroom-apartment-paseo-maritimo-fuengirola).
https://www.blancareal.com/property/bright-apartment-san-pedro-de-alcantara/,https://blancareal.com/en/property/apartment-san-pedro-de-alcantara/,301,property,No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals.
https://www.blancareal.com/property/amazing-duplex-penthouse-fuengirola/,https://blancareal.com/en/property/4-bedroom-duplex-penthouse-fuengirola/,301,property,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (4-bedroom-duplex-penthouse-fuengirola).
https://www.blancareal.com/property/3-bedrooms-penthouse-las-lagunas-mijas/,https://blancareal.com/en/property/3-bedroom-penthouse-las-lagunas-de-mijas/,301,property,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (3-bedroom-penthouse-las-lagunas-de-mijas).
https://www.blancareal.com/property/piso-1a-planta-avenida-carlos-haya-malaga/,https://blancareal.com/en/property/1-bedroom-apartment-carlos-haya-malaga/,301,property,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (1-bedroom-apartment-carlos-haya-malaga).
https://www.blancareal.com/property/sea-view-penthouse-arenal-golf-double-parking-storage/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/newly-built-luxury-appartment-costa-del-sol/,https://blancareal.com/en/projects/,301,property,No strong property-level match found. Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/staylish-villa-with-sea-views-marbella-east/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/penthouses-with-sea-views-in-estepona/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/luxury-apartments-with-sea-views-in-ojen/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/newly-built-penthouse-apartment-in-el-higueron/,https://blancareal.com/en/projects/,301,property,No strong property-level match found. Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/holiday-rental-apartment-near-the-beach-mijas-costa/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/apartments-for-sale-1-2-or-3-beds-with-sea-views-mijas/,https://blancareal.com/en/properties/,301,property,Top candidates are close (32 vs 32). Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/new-build-flats-in-el-higueron-fuengirola/,https://blancareal.com/en/projects/,301,property,"Top candidates are close (40 vs 40). Type mismatch to verify: old looks apartment, JSON property.type=townhouse. Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail."
https://www.blancareal.com/property/houses-for-sale-mijas/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/urban-plot-for-sale-torrox-malaga/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/beachfront-villa-in-costa-del-sol-for-rent/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/plot-for-sale-in-mijas/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/plot-in-nueva-andalucia-with-project-marbella/,https://blancareal.com/en/projects/,301,property,No strong property-level match found. Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/wonderful-indipendent-detached-villa-in-cabopino-marbella/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/new-construction-luxury-villa-with-swimming-pool-in-el-higueron-fuengirola/,https://blancareal.com/en/projects/,301,property,Top candidates are close (34 vs 32). Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/properties-for-sale-in-mijas-costa/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/2-3-bedroom-apartments-sea-views-sotogrande/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/luxury-villa-nueva-andalucia-marbella/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/plot-for-sale-mijas-costa/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/beautiful-modern-1st-floor-apartment-las-lagunas-de-mijas/,https://blancareal.com/en/properties/,301,property,Top candidates are close (42 vs 34). Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/3-story-family-home-fuengirola/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/townhouse-with-sea-and-fuengirola-views-costa-del-sol/,https://blancareal.com/en/properties/,301,property,Top candidates are close (34 vs 34). Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/almitak-offplan-appartements-and-penthouses-mijas-costa/,https://blancareal.com/en/projects/,301,property,Top candidates are close (34 vs 34). Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/almitak-offplan-apartments-and-penthouses-mijas-costa/,https://blancareal.com/en/projects/,301,property,Top candidates are close (34 vs 34). Old URL looks closer to a promotion/new-build/project cluster than to a stable like-for-like property detail.
https://www.blancareal.com/property/plot-for-sale-in-mijas-costa/,https://blancareal.com/en/properties/,301,property,No strong property-level match found. Closest safe fallback is the general properties catalogue.
https://www.blancareal.com/property/exclusive-luxury-villa-san-pedro-alcantara/,https://blancareal.com/en/properties/,301,property,No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals. Closest safe fallback is the general properties catalogue.
